Phone Number,International Plan,Voice mail Plan,Account Length,Total day Charge,Number Customer Service calls,Churn,State,churn_probability,predicted_churn,risk_tier
 329-4168, no, no,100,37.21,2,No,GA,0.0,No,Low
 356-9042, no, no,132,23.58,2,No,MA,0.01,No,Low
 390-2562, yes, no,117,26.88,3,Yes,ND,0.95,Yes,Critical
 404-4312, no, no,65,16.64,1,No,NJ,0.01,No,Low
 401-9705, no, no,131,17.6,5,Yes,NH,0.81,Yes,Critical
 366-5096, no, no,114,35.07,2,No,NJ,0.0,No,Low
 347-3360, no, yes,127,35.96,3,No,FL,0.07,No,Low
 410-7256, no, no,94,38.96,3,No,SC,0.01,No,Low
 397-1984, no, no,67,21.25,1,Yes,WY,0.64,Yes,High
 403-1542, no, yes,123,24.02,3,No,TX,0.0,No,Low
 329-5112, no, no,116,20.23,2,No,MA,0.01,No,Low
 399-6945, no, no,107,44.3,0,Yes,ID,0.92,Yes,Critical
 331-8469, no, no,110,25.36,1,No,TX,0.0,No,Low
 387-4222, no, no,29,27.83,1,No,DE,0.01,No,Low
 362-1297, no, no,76,37.91,2,No,NY,0.04,No,Low
 391-3380, no, no,115,34.03,3,No,ME,0.06,No,Low
 338-2768, no, no,68,42.26,2,No,NM,0.03,No,Low
 388-5162, no, yes,63,36.41,2,No,IL,0.03,No,Low
 401-3615, no, no,69,41.75,2,No,LA,0.06,No,Low
 384-2846, no, no,97,40.56,0,No,TN,0.11,No,Low
 360-1292, yes, no,108,14.64,3,No,MI,0.03,No,Low
 408-4628, no, no,79,27.47,2,No,MS,0.0,No,Low
 345-8273, no, no,52,43.84,2,Yes,DE,0.87,Yes,Critical
 382-5278, no, no,114,35.56,3,No,KS,0.0,No,Low
 377-9241, no, yes,90,36.38,1,No,RI,0.0,No,Low
 351-8843, no, yes,82,42.06,5,No,NJ,0.06,No,Low
 404-2461, no, yes,122,33.32,0,No,WI,0.0,No,Low
 349-8440, no, yes,73,22.07,1,No,MT,0.01,No,Low
 397-5665, no, no,100,40.65,0,No,WV,0.17,No,Low
 406-4435, no, no,124,22.64,3,Yes,IL,0.58,Yes,High
 402-4433, no, no,112,23.07,1,No,OR,0.03,No,Low
 342-2394, no, yes,120,35.87,1,No,MN,0.01,No,Low
 351-3724, no, no,95,22.98,3,No,TX,0.02,No,Low
 384-1980, no, yes,102,26.89,1,No,AZ,0.02,No,Low
 400-3569, no, no,61,23.94,4,Yes,LA,0.73,Yes,High
 364-4057, no, no,42,27.23,1,No,AL,0.02,No,Low
 414-5978, no, no,104,26.13,1,No,MD,0.03,No,Low
 410-4662, no, no,184,40.39,2,No,ND,0.03,No,Low
 366-2822, no, no,29,30.96,2,No,DC,0.03,No,Low
 382-3713, no, no,5,33.78,2,No,MD,0.03,No,Low
 396-8095, no, yes,58,25.69,1,No,MA,0.04,No,Low
 401-9574, no, yes,103,37.23,3,No,AR,0.03,No,Low
 352-3780, no, no,165,33.18,0,No,DC,0.12,No,Low
 391-4345, yes, yes,77,35.68,2,Yes,NJ,0.84,Yes,Critical
 341-2398, no, no,156,13.89,3,No,MD,0.02,No,Low
 394-6726, yes, yes,132,22.22,0,No,RI,0.02,No,Low
 338-7859, no, no,115,45.2,1,No,AL,0.1,No,Low
 375-7103, yes, no,109,31.71,2,No,MS,0.03,No,Low
 397-2769, no, no,117,31.55,4,Yes,NJ,0.69,Yes,High
 410-4829, no, no,148,42.45,1,No,TX,0.34,No,Medium
 371-3276, no, no,135,34.7,2,No,MS,0.04,No,Low
 335-2978, no, yes,87,23.09,0,No,WI,0.02,No,Low
 401-3419, no, no,26,14.14,1,No,GA,0.02,No,Low
 420-4405, no, no,78,35.94,2,No,ME,0.01,No,Low
 351-9552, no, no,78,31.59,2,No,MT,0.0,No,Low
 418-9746, no, no,121,21.01,0,No,AR,0.01,No,Low
 369-1046, no, no,101,34.43,3,No,ID,0.04,No,Low
 369-7226, no, no,90,28.8,1,No,ND,0.02,No,Low
 391-7154, no, no,83,22.98,0,No,AZ,0.0,No,Low
 357-6526, no, no,81,21.27,1,No,CA,0.1,No,Low
 350-5622, no, no,119,48.81,1,Yes,NJ,0.92,Yes,Critical
 343-3870, no, no,134,33.95,0,No,NV,0.02,No,Low
 343-8580, no, no,48,42.09,1,No,NV,0.11,No,Low
 331-5614, no, no,185,26.95,0,No,AL,0.05,No,Low
 372-4493, no, yes,91,27.34,3,No,AL,0.02,No,Low
 342-9503, no, yes,90,20.15,1,No,SC,0.03,No,Low
 343-3973, no, no,159,30.77,7,No,WV,0.14,No,Low
 374-3585, no, yes,103,23.85,1,No,CO,0.01,No,Low
 378-7878, yes, no,142,27.3,1,Yes,OH,0.89,Yes,Critical
 420-9325, no, no,104,19.02,1,No,TX,0.03,No,Low
 338-7583, no, no,82,20.49,0,No,ME,0.05,No,Low
 399-1915, no, no,76,26.57,1,No,LA,0.03,No,Low
 329-8057, no, no,88,41.21,1,No,MT,0.08,No,Low
 358-5492, no, no,118,30.33,1,No,NJ,0.01,No,Low
 385-4731, no, no,139,43.98,1,Yes,UT,0.82,Yes,Critical
 364-8868, no, yes,87,21.13,1,No,DC,0.01,No,Low
 384-6032, no, no,167,16.13,0,No,UT,0.0,No,Low
 389-5315, no, no,138,30.94,4,No,CO,0.11,No,Low
 348-8302, no, no,130,27.54,1,No,MA,0.02,No,Low
 371-8654, no, no,87,30.02,0,No,FL,0.01,No,Low
 329-7365, no, no,69,33.8,4,No,RI,0.06,No,Low
 362-9109, yes, yes,164,26.54,0,No,ID,0.1,No,Low
 352-5412, no, no,109,25.6,1,No,CO,0.0,No,Low
 365-8548, no, no,53,33.71,2,No,MS,0.06,No,Low
 349-3579, no, no,59,32.15,1,No,PA,0.0,No,Low
 367-9956, no, no,124,26.67,1,No,KY,0.0,No,Low
 372-3559, no, no,73,11.39,1,No,ID,0.05,No,Low
 336-7199, no, no,94,44.42,0,No,AK,0.0,No,Low
 389-9083, no, no,80,22.97,3,No,AL,0.01,No,Low
 329-6776, yes, no,101,15.66,2,No,SC,0.05,No,Low
 420-7897, no, no,115,29.5,1,No,MN,0.02,No,Low
 329-2452, yes, no,100,26.57,5,No,KS,0.18,No,Low
 377-1433, no, no,85,46.7,1,No,MA,0.13,No,Low
 342-8693, no, no,110,41.6,2,Yes,KY,0.63,Yes,High
 393-7991, yes, no,92,31.21,0,No,WI,0.04,No,Low
 380-4524, no, no,102,28.41,5,No,MI,0.1,No,Low
 405-4350, no, no,134,30.11,3,No,NV,0.01,No,Low
 338-8612, no, no,96,37.03,0,No,DC,0.02,No,Low
 418-9470, no, no,42,24.43,2,No,NE,0.01,No,Low
 414-1467, no, no,175,31.45,1,No,OR,0.03,No,Low
 361-8748, no, yes,136,40.05,1,No,OR,0.06,No,Low
 355-6250, yes, no,32,45.14,2,Yes,AR,0.84,Yes,Critical
 412-3425, no, no,101,56.46,1,Yes,UT,0.89,Yes,Critical
 334-5571, yes, yes,132,37.98,3,No,AZ,0.03,No,Low
 357-6794, no, no,120,27.81,0,No,ME,0.02,No,Low
 355-5221, no, no,122,32.3,3,No,MT,0.01,No,Low
 414-2036, no, no,52,26.13,1,No,OK,0.01,No,Low
 405-2234, no, no,182,27.25,2,No,VT,0.0,No,Low
 407-3201, no, yes,138,19.47,0,No,NM,0.0,No,Low
 367-3304, no, no,130,23.95,3,No,ID,0.08,No,Low
 377-9526, no, no,106,28.63,3,No,SC,0.04,No,Low
 342-8813, no, no,150,25.65,5,Yes,MA,0.66,Yes,High
 371-8929, no, no,94,43.37,0,Yes,OK,0.94,Yes,Critical
 329-8540, no, no,116,26.18,6,No,NJ,0.18,No,Low
 377-5013, no, no,89,16.07,1,No,CO,0.01,No,Low
 381-1712, no, no,45,22.95,1,No,WA,0.07,No,Low
 398-5195, no, no,74,48.77,0,Yes,KS,0.78,Yes,Critical
 366-3805, no, no,158,28.12,1,No,GA,0.03,No,Low
 339-4924, no, no,76,37.74,3,Yes,AL,0.62,Yes,High
 396-8551, yes, no,102,35.67,0,No,KY,0.03,No,Low
 417-8960, no, yes,4,26.91,2,No,LA,0.02,No,Low
 366-9936, no, no,161,42.89,1,Yes,MN,0.93,Yes,Critical
 399-8419, no, no,116,43.44,1,Yes,WV,0.77,Yes,Critical
 421-1264, no, no,49,17.29,3,No,ID,0.01,No,Low
 364-6992, no, no,86,38.74,3,No,WY,0.05,No,Low
 411-2297, no, no,39,31.45,0,No,NE,0.03,No,Low
 356-7848, no, no,118,24.17,1,No,WI,0.01,No,Low
 335-5378, no, no,57,23.8,1,No,MI,0.01,No,Low
 364-1224, no, no,138,26.78,2,No,NH,0.0,No,Low
 387-5388, no, no,98,40.38,0,No,AK,0.01,No,Low
 401-8994, no, no,67,27.97,1,No,DE,0.0,No,Low
 400-2419, no, yes,145,32.42,0,No,AZ,0.02,No,Low
 337-1993, no, no,77,36.64,1,No,NV,0.0,No,Low
 360-8926, no, yes,99,20.38,1,No,WV,0.03,No,Low
 420-4654, yes, no,106,33.44,4,Yes,VT,0.8,Yes,Critical
 354-2215, no, no,32,39.22,2,No,OK,0.02,No,Low
 399-1939, no, no,131,22.32,2,No,RI,0.06,No,Low
 390-2676, no, no,100,28.42,3,No,MA,0.01,No,Low
 420-4132, no, no,174,37.79,0,Yes,OR,0.71,Yes,High
 393-2256, no, no,98,33.76,2,Yes,NY,0.66,Yes,High
 386-3716, no, no,42,23.7,1,No,ME,0.0,No,Low
 389-8407, no, no,99,22.17,2,No,VA,0.02,No,Low
 342-6680, no, no,122,31.38,3,No,DE,0.02,No,Low
 364-6617, yes, no,4,28.85,0,Yes,OH,0.95,Yes,Critical
 383-3583, no, no,119,26.04,1,No,NY,0.03,No,Low
 338-4704, no, no,31,38.17,2,No,MN,0.0,No,Low
 400-3168, no, no,114,42.13,1,Yes,WV,0.89,Yes,Critical
 394-7682, yes, no,47,30.11,2,No,MD,0.17,No,Low
 337-8750, no, no,77,22.87,0,No,GA,0.0,No,Low
 329-1120, no, yes,39,34.31,0,No,WY,0.01,No,Low
 339-6887, no, no,193,30.69,2,No,WV,0.04,No,Low
 382-6740, no, yes,103,27.97,4,No,OH,0.07,No,Low
 399-1526, yes, yes,36,29.22,1,Yes,AK,0.44,No,Medium
 382-6119, no, no,149,41.51,1,No,MT,0.27,No,Low
 404-2069, no, no,87,37.64,1,No,IL,0.07,No,Low
 329-2106, no, no,1,41.06,3,No,RI,0.07,No,Low
 384-8314, no, no,62,19.81,3,No,WY,0.01,No,Low
 358-7212, no, no,112,26.88,1,No,WA,0.08,No,Low
 370-8039, no, no,82,20.67,3,No,CO,0.03,No,Low
 387-5618, no, no,86,30.31,0,No,DC,0.12,No,Low
 409-3611, no, no,141,36.69,2,No,OH,0.03,No,Low
 373-4542, no, yes,55,37.83,2,No,AL,0.02,No,Low
 384-1895, no, no,127,44.97,1,No,KY,0.23,No,Low
 380-1093, no, yes,82,21.03,1,No,IA,0.04,No,Low
 383-1580, no, no,69,41.62,0,No,OH,0.08,No,Low
 341-9321, no, no,131,36.18,0,No,MD,0.0,No,Low
 384-3968, no, no,87,50.56,2,Yes,HI,0.42,No,Medium
 342-7847, no, no,63,25.13,1,No,WV,0.01,No,Low
 331-8698, yes, yes,124,31.81,2,No,SD,0.11,No,Low
 337-7132, no, no,148,40.21,2,No,NY,0.07,No,Low
 364-7579, no, no,68,31.71,1,No,ID,0.0,No,Low
 379-7890, yes, no,72,48.64,4,Yes,TX,0.94,Yes,Critical
 420-6893, no, no,119,18.22,2,No,TX,0.0,No,Low
 358-5239, no, yes,43,15.83,1,No,ID,0.04,No,Low
 343-4434, no, no,136,22.51,2,No,CA,0.05,No,Low
 385-6470, no, no,97,13.72,0,No,MO,0.02,No,Low
 327-6947, no, no,149,19.47,0,No,OR,0.02,No,Low
 413-2034, no, no,59,26.44,4,Yes,KY,0.92,Yes,Critical
 364-1156, no, no,77,31.4,1,No,NY,0.02,No,Low
 379-6936, no, no,110,16.0,2,No,MI,0.06,No,Low
 327-7615, no, no,70,38.98,1,No,WA,0.01,No,Low
 334-3433, no, no,155,38.05,1,No,VT,0.03,No,Low
 386-7672, no, yes,151,26.25,3,No,DC,0.01,No,Low
 330-8642, no, no,125,32.33,4,Yes,TX,0.71,Yes,High
 352-4255, no, no,83,28.39,1,No,NJ,0.0,No,Low
 334-3152, no, no,94,26.32,0,No,ND,0.0,No,Low
 356-3554, no, yes,11,49.88,1,No,CO,0.07,No,Low
 404-9485, no, no,92,27.29,3,No,CO,0.01,No,Low
 361-3491, no, yes,70,39.13,0,No,GA,0.02,No,Low
 393-8000, no, no,82,32.62,0,No,UT,0.01,No,Low
 403-7587, no, no,65,22.36,1,No,CO,0.0,No,Low
 375-8584, no, no,102,29.17,0,Yes,AZ,0.66,Yes,High
 400-4883, no, no,112,41.16,3,Yes,TX,0.74,Yes,High
 380-2125, no, no,78,26.74,1,No,CT,0.03,No,Low
 407-7760, yes, no,77,32.76,1,No,NM,0.02,No,Low
 404-3184, no, no,126,29.85,1,No,MI,0.01,No,Low
 391-1850, no, yes,58,40.73,2,No,ME,0.03,No,Low
 353-5218, no, no,38,16.47,0,No,CT,0.04,No,Low
 413-6899, no, no,87,22.02,2,No,MO,0.02,No,Low
 363-5220, yes, no,72,46.58,4,No,WY,0.14,No,Low
 388-2082, no, no,69,18.99,2,No,DC,0.03,No,Low
 403-1286, no, no,85,24.26,3,No,RI,0.01,No,Low
 399-7573, no, no,176,36.84,1,No,VA,0.05,No,Low
 412-4990, no, no,133,35.21,3,No,MA,0.01,No,Low
 406-7175, no, no,146,36.52,3,No,MT,0.04,No,Low
 410-4125, no, no,31,24.29,0,No,WA,0.03,No,Low
 372-2361, yes, no,78,12.16,3,Yes,TN,0.91,Yes,Critical
 379-5981, no, no,118,13.19,1,No,ND,0.01,No,Low
 343-9362, no, no,119,12.53,3,No,ME,0.01,No,Low
 407-1461, no, no,141,44.93,0,Yes,CO,0.6,Yes,High
 336-2510, yes, no,91,17.54,2,Yes,IN,0.97,Yes,Critical
 390-2027, yes, no,150,19.52,1,Yes,DC,0.89,Yes,Critical
 350-9298, no, no,76,36.13,3,No,UT,0.05,No,Low
 343-7980, no, yes,159,48.99,1,No,ID,0.13,No,Low
 338-6767, no, no,66,32.71,0,No,UT,0.02,No,Low
 383-9392, no, no,139,17.37,1,No,MD,0.0,No,Low
 350-1054, yes, no,122,8.42,0,No,VT,0.08,No,Low
 382-3034, no, no,91,26.04,4,Yes,FL,0.77,Yes,Critical
 354-7303, no, no,131,9.44,1,No,NH,0.03,No,Low
 416-5380, no, no,135,42.02,0,No,IL,0.06,No,Low
 359-1287, no, yes,109,16.95,3,No,NM,0.04,No,Low
 368-5046, no, no,129,37.43,2,No,KS,0.01,No,Low
 416-3536, no, no,85,19.87,2,No,WV,0.1,No,Low
 347-1182, no, no,125,29.9,0,No,ID,0.06,No,Low
 402-4206, no, no,67,35.36,3,No,ME,0.01,No,Low
 398-3490, no, yes,61,40.78,1,No,MA,0.02,No,Low
 342-6182, no, no,77,23.21,1,No,TX,0.0,No,Low
 389-4686, yes, no,135,29.72,3,No,OR,0.02,No,Low
 380-1669, no, yes,43,24.06,3,No,WV,0.02,No,Low
 403-1409, no, no,120,13.46,3,No,MO,0.01,No,Low
 410-4629, no, no,62,40.61,0,No,WY,0.13,No,Low
 355-7681, no, yes,160,30.57,3,No,WV,0.04,No,Low
 418-7885, no, no,67,38.4,2,Yes,UT,0.62,Yes,High
 365-1710, no, no,98,32.27,1,No,KY,0.03,No,Low
 388-4235, no, no,103,45.39,1,Yes,OK,0.97,Yes,Critical
 375-6971, no, no,121,36.94,1,No,TN,0.02,No,Low
 395-7027, no, no,111,21.95,2,No,GA,0.06,No,Low
 344-1999, no, no,127,23.04,2,No,NE,0.02,No,Low
 364-8637, no, no,65,31.18,4,Yes,WA,0.73,Yes,High
 342-4634, no, no,86,37.91,3,Yes,MO,0.43,No,Medium
 419-7320, no, yes,133,21.34,2,No,WV,0.02,No,Low
 351-4104, no, no,238,34.34,2,No,WA,0.05,No,Low
 398-8353, no, no,119,23.8,0,No,ME,0.01,No,Low
 387-6522, no, no,113,21.42,0,No,WI,0.01,No,Low
 328-6785, no, no,126,38.79,1,No,NC,0.03,No,Low
 414-5554, no, no,103,47.33,1,Yes,OK,0.98,Yes,Critical
 365-9789, no, no,104,48.5,2,No,MA,0.09,No,Low
 349-3065, no, no,56,37.89,1,No,MN,0.0,No,Low
 386-7001, no, yes,56,26.13,1,No,ND,0.02,No,Low
 412-6782, yes, no,155,29.94,2,Yes,AZ,0.87,Yes,Critical
 367-6010, no, yes,100,52.17,2,No,SC,0.06,No,Low
 422-8472, no, no,113,34.58,1,No,ME,0.02,No,Low
 370-4667, no, yes,103,39.22,2,No,MO,0.08,No,Low
 414-6478, no, no,160,20.21,0,No,NJ,0.07,No,Low
 380-4194, no, yes,142,37.32,1,No,WY,0.0,No,Low
 409-8346, yes, yes,73,42.99,0,No,OK,0.09,No,Low
 339-9147, no, yes,135,29.34,1,No,PA,0.0,No,Low
 371-7098, no, no,120,29.6,0,No,ND,0.0,No,Low
 399-5418, no, no,29,44.54,1,No,NM,0.06,No,Low
 409-1729, no, no,158,20.96,3,No,FL,0.05,No,Low
 387-7184, no, no,132,36.31,4,No,MO,0.13,No,Low
 407-5234, no, no,104,35.85,3,Yes,NV,0.69,Yes,High
 377-4646, no, no,74,24.43,1,No,SD,0.01,No,Low
 347-6706, no, no,28,29.1,2,No,OR,0.01,No,Low
 360-8131, yes, no,45,32.23,1,Yes,TN,0.98,Yes,Critical
 342-2078, no, no,60,39.02,2,No,VA,0.0,No,Low
 332-3072, no, no,173,21.86,4,Yes,ME,0.78,Yes,Critical
 394-5397, no, yes,152,36.52,1,No,FL,0.0,No,Low
 388-8481, no, no,140,31.81,2,No,RI,0.04,No,Low
 385-3019, no, yes,94,35.58,0,No,DC,0.01,No,Low
 337-1302, no, no,88,24.09,0,No,AR,0.0,No,Low
 370-5687, no, yes,170,29.51,1,No,OR,0.02,No,Low
 355-2963, no, no,57,30.07,1,No,SD,0.02,No,Low
 352-3832, yes, no,78,33.81,0,Yes,MS,0.98,Yes,Critical
 416-8826, no, yes,102,18.67,0,No,NC,0.0,No,Low
 340-9208, no, no,49,34.39,3,Yes,OH,0.67,Yes,High
 379-6697, no, no,195,37.67,0,No,IN,0.05,No,Low
 386-9320, no, no,64,22.32,4,Yes,MT,0.76,Yes,Critical
 336-4889, yes, no,105,46.58,3,Yes,SC,0.89,Yes,Critical
 352-1257, no, yes,81,34.05,1,No,OR,0.01,No,Low
 396-4149, no, yes,123,34.39,3,No,OR,0.04,No,Low
 408-8873, no, no,63,34.68,3,No,GA,0.0,No,Low
 340-1893, no, no,126,32.83,3,No,MI,0.04,No,Low
 420-1372, no, no,153,34.37,2,No,OR,0.03,No,Low
 385-7814, no, no,67,41.67,3,No,OR,0.06,No,Low
 400-9082, no, no,65,26.91,2,No,MA,0.01,No,Low
 368-5621, no, no,21,23.48,0,No,IA,0.02,No,Low
 355-3803, no, no,72,36.16,0,No,VA,0.04,No,Low
 382-4771, no, no,176,51.71,7,Yes,WV,0.81,Yes,Critical
 340-6060, no, yes,150,36.11,2,No,TX,0.06,No,Low
 379-5017, yes, no,108,23.34,1,Yes,IL,0.89,Yes,Critical
 347-2422, no, yes,129,27.44,1,No,RI,0.0,No,Low
 335-6557, yes, no,73,34.49,1,No,WA,0.31,No,Medium
 408-8957, no, no,90,46.27,0,No,DE,0.22,No,Low
 379-9438, no, no,105,16.69,1,No,NV,0.03,No,Low
 329-5668, no, no,115,13.74,1,No,MO,0.02,No,Low
 417-3313, no, no,82,35.22,7,No,OH,0.05,No,Low
 372-1849, no, no,131,38.71,4,No,NH,0.09,No,Low
 402-6363, no, no,77,35.5,0,No,ME,0.07,No,Low
 402-7349, no, no,201,27.18,3,No,NH,0.05,No,Low
 414-2751, yes, no,139,31.47,3,No,NC,0.07,No,Low
 351-9450, no, no,94,23.65,1,No,KY,0.01,No,Low
 330-9197, no, no,95,26.44,1,No,UT,0.01,No,Low
 367-8176, no, no,138,30.69,2,No,NV,0.04,No,Low
 409-7971, no, no,105,34.78,1,No,VT,0.02,No,Low
 333-6788, yes, no,81,37.47,1,Yes,ME,0.65,Yes,High
 386-3651, no, no,127,37.94,2,No,ME,0.01,No,Low
 417-3884, no, no,84,18.55,0,No,PA,0.03,No,Low
 395-9771, no, yes,47,23.21,2,No,MI,0.0,No,Low
 405-8341, yes, no,128,32.78,1,Yes,MN,0.94,Yes,Critical
 397-7074, no, no,39,30.43,2,No,SD,0.05,No,Low
 345-1157, no, no,76,49.95,0,Yes,KY,0.85,Yes,Critical
 358-4181, no, no,95,38.52,2,No,SC,0.06,No,Low
 379-8644, no, no,82,53.31,1,Yes,WA,0.94,Yes,Critical
 358-4969, no, no,167,22.19,1,No,KY,0.02,No,Low
 331-9374, no, no,104,31.76,0,No,PA,0.01,No,Low
 416-6760, no, no,136,18.73,2,No,VA,0.02,No,Low
 341-7855, no, yes,83,38.79,0,No,UT,0.03,No,Low
 387-4090, yes, no,78,30.02,2,Yes,DC,0.94,Yes,Critical
 329-4175, no, yes,135,41.04,0,No,MA,0.0,No,Low
 348-3694, no, no,79,29.72,3,No,LA,0.0,No,Low
 368-5606, no, no,133,29.21,1,No,VA,0.01,No,Low
 403-7877, no, yes,76,32.44,1,No,MI,0.01,No,Low
 333-1633, no, no,216,36.09,3,No,MI,0.08,No,Low
 418-7248, no, no,73,27.03,2,No,CT,0.01,No,Low
 409-4681, no, yes,183,30.33,3,No,NH,0.02,No,Low
 394-5644, no, no,106,37.76,0,No,AL,0.14,No,Low
 349-6098, no, no,78,40.61,6,No,MD,0.1,No,Low
 396-4269, no, no,109,17.31,1,No,ND,0.06,No,Low
 420-6843, no, no,90,32.3,2,No,RI,0.01,No,Low
 398-5465, no, yes,112,20.4,1,No,NY,0.03,No,Low
 354-4763, no, no,92,24.8,2,No,OH,0.0,No,Low
 351-6644, no, no,35,30.57,1,No,WV,0.01,No,Low
 397-8771, no, no,28,38.37,1,No,OK,0.05,No,Low
 398-3969, no, no,93,33.95,0,No,WI,0.02,No,Low
 384-7156, no, no,26,25.5,3,No,OH,0.03,No,Low
 396-3744, yes, no,33,42.01,4,Yes,OK,0.82,Yes,Critical
 333-1826, no, no,120,36.67,2,No,PA,0.01,No,Low
 360-8501, no, no,124,16.12,2,No,KS,0.04,No,Low
 350-5398, no, no,56,13.48,1,No,SD,0.02,No,Low
 354-2301, no, no,39,26.72,1,No,UT,0.01,No,Low
 328-9030, no, no,158,20.37,1,No,IN,0.03,No,Low
 405-5431, no, no,106,29.0,1,No,NH,0.02,No,Low
 379-9498, no, yes,52,38.95,1,No,IA,0.02,No,Low
 418-1678, no, no,112,22.97,1,No,WA,0.11,No,Low
 373-1437, yes, no,148,23.26,2,No,ND,0.03,No,Low
 376-2803, no, no,12,40.75,2,No,AL,0.13,No,Low
 412-8992, yes, no,109,27.13,4,Yes,TX,0.8,Yes,Critical
 334-6492, no, yes,142,39.3,4,No,CT,0.01,No,Low
 364-8778, no, no,60,34.63,3,No,OR,0.01,No,Low
 421-9683, no, yes,141,26.83,2,No,AK,0.02,No,Low
 407-5054, no, no,168,27.3,1,Yes,IN,0.04,No,Low
 411-2289, yes, no,138,44.39,3,Yes,NY,0.79,Yes,Critical
 359-2149, no, no,88,23.58,1,No,WY,0.0,No,Low
 369-1757, no, no,119,38.52,1,No,WI,0.04,No,Low
 387-5176, no, no,31,38.95,3,No,DE,0.04,No,Low
 408-7260, no, no,102,26.76,0,No,TN,0.04,No,Low
 420-3480, no, yes,149,31.55,1,Yes,DC,0.57,Yes,High
 343-5445, no, no,138,36.92,4,No,TX,0.28,No,Low
 352-7986, no, no,118,31.13,0,No,DC,0.02,No,Low
 372-2527, no, yes,222,37.15,4,No,TN,0.26,No,Low
 412-2578, no, no,130,24.45,0,No,MI,0.03,No,Low
 379-2554, no, yes,60,38.01,4,No,WA,0.03,No,Low
 380-7206, no, no,90,32.15,1,No,ME,0.02,No,Low
 333-5541, no, no,140,24.31,4,Yes,DE,0.91,Yes,Critical
 411-2995, no, yes,101,25.02,1,No,CO,0.0,No,Low
 411-3547, no, yes,134,38.08,2,No,NJ,0.05,No,Low
 370-6858, yes, no,88,22.59,2,Yes,OK,0.95,Yes,Critical
 416-5528, no, no,118,27.25,0,No,VA,0.0,No,Low
 329-9685, no, yes,93,36.35,1,No,TN,0.0,No,Low
 364-3035, no, no,232,42.19,2,No,HI,0.07,No,Low
 384-7646, no, yes,137,29.68,3,No,PA,0.02,No,Low
 329-3501, no, yes,3,34.94,0,No,WY,0.01,No,Low
 418-2068, no, no,137,35.55,3,No,RI,0.01,No,Low
 364-7547, no, no,42,42.69,0,No,RI,0.06,No,Low
 359-1487, no, no,58,31.89,3,No,MD,0.01,No,Low
 390-2383, no, no,233,23.34,1,No,IL,0.03,No,Low
 368-8579, no, yes,55,33.58,1,No,KY,0.08,No,Low
 366-8322, no, no,69,37.67,1,No,OH,0.01,No,Low
 373-7819, no, no,100,34.12,1,No,VA,0.03,No,Low
 418-1655, no, no,111,38.47,0,No,MT,0.03,No,Low
 380-6554, no, no,86,36.18,2,No,PA,0.02,No,Low
 411-7944, no, no,105,36.26,1,No,NE,0.0,No,Low
 365-4106, yes, no,111,30.11,2,No,GA,0.11,No,Low
 368-7933, no, no,75,38.96,0,No,ME,0.03,No,Low
 372-6246, no, yes,95,22.0,4,Yes,OH,0.92,Yes,Critical
 348-6721, no, no,137,34.53,4,No,ID,0.09,No,Low
 406-5281, yes, no,116,39.47,7,Yes,KS,0.93,Yes,Critical
 386-3025, no, no,125,23.55,2,No,TN,0.02,No,Low
 351-4517, no, no,65,32.18,3,No,WA,0.01,No,Low
 350-4256, no, yes,55,23.97,0,No,IN,0.0,No,Low
 392-4995, no, no,86,20.16,2,No,MA,0.06,No,Low
 367-3275, no, no,100,43.21,0,Yes,VT,0.71,Yes,High
 403-6877, no, no,70,30.01,1,No,IL,0.0,No,Low
 350-2332, no, no,67,39.83,3,No,ID,0.03,No,Low
 377-8126, no, yes,50,25.04,2,No,DE,0.0,No,Low
 375-4450, no, no,42,29.07,0,No,AK,0.01,No,Low
 379-5420, no, yes,76,30.24,2,No,RI,0.0,No,Low
 405-6350, no, yes,103,40.9,5,No,MO,0.03,No,Low
 363-2674, no, no,90,19.45,0,No,NE,0.01,No,Low
 417-3093, no, no,66,19.36,2,No,FL,0.05,No,Low
 403-8383, no, no,22,30.6,1,No,MI,0.01,No,Low
 340-6397, no, no,67,30.16,4,Yes,IA,0.77,Yes,Critical
 416-8652, no, yes,147,18.84,2,No,PA,0.0,No,Low
 349-8594, no, yes,57,23.58,2,No,AR,0.0,No,Low
 335-4379, no, yes,7,36.01,2,No,KY,0.02,No,Low
 400-8619, no, no,85,39.87,4,No,MN,0.09,No,Low
 337-6212, no, no,92,40.83,1,No,TX,0.04,No,Low
 386-5996, no, no,92,37.81,1,No,HI,0.0,No,Low
 347-8258, no, yes,116,47.67,3,No,WY,0.06,No,Low
 373-1160, no, no,133,19.26,2,No,WI,0.01,No,Low
 380-4150, no, no,134,18.19,2,No,NV,0.01,No,Low
 330-8787, no, no,19,31.37,1,No,DC,0.03,No,Low
 369-6042, no, yes,66,27.74,1,No,IL,0.0,No,Low
 372-3670, no, no,65,32.95,3,No,MS,0.01,No,Low
 344-8759, no, no,104,31.47,2,No,WV,0.0,No,Low
 380-9660, no, no,140,25.76,3,No,WY,0.03,No,Low
 338-1968, no, no,102,24.43,2,No,MA,0.0,No,Low
 341-4332, yes, no,101,28.82,0,Yes,OR,0.92,Yes,Critical
 400-6094, no, no,62,35.92,0,No,ME,0.0,No,Low
 353-5289, no, yes,115,31.3,0,No,AR,0.02,No,Low
